'Adult',1,23,0,206,0,'CC','Budget','Intnl_discount',229,3,'F','S',1,38000.00000000,'N',24.39333300
'Adult',11,26,0,32,1,'CC','Budget','Standard',59,1,'M','S',2,96.33000000,'N',56.47333300
'Adult',14,5,0,23,0,'CH','Budget','Intnl_discount',28,1,'F','M',2,52004.80000000,'N',25.14000000
'Adult',17,12,0,46,4,'CC','FreeLocal','Standard',58,1,'M','M',2,53010.80000000,'N',18.84000000
'Adult',21,20,0,13,0,'CC','Budget','Standard',34,3,'M','M',0,19749.30000000,'N',60.36666700
'Adult',24,17,4,49,1,'Auto','FreeLocal','Standard',72,2,'F','M',2,47902.00000000,'N',26.03333300
'Adult',35,0,0,28,0,'CC','FreeLocal','Standard',29,4,'F','S',0,78851.30000000,'N',48.37333300
'Adult',38,26,0,12,0,'CC','FreeLocal','Standard',38,4,'F','M',2,28220.80000000,'N',38.76666700
'Adult',42,13,8,56,0,'CC','Budget','Standard',78,2,'F','M',2,5237.63000000,'N',48.75333300
'Adult',52,4,0,91,1,'CC','Budget','Standard',96,3,'F','M',2,67388.00000000,'N',53.12000000
'Adult',53,16,0,81,0,'CH','Budget','Standard',98,4,'F','M',1,57063.00000000,'Y',52.33333300
'Adult',54,3,0,11,1,'CC','Budget','Standard',15,2,'F','M',2,84166.10000000,'N',54.01333300
'Adult',60,11,0,50,0,'CC','FreeLocal','Standard',61,4,'F','S',1,7737.94000000,'N',42.66666700
'Adult',61,21,0,293,0,'CH','Budget','Standard',314,4,'M','S',2,100020.00000000,'N',50.00000000
'Adult',65,0,0,1,0,'CC','FreeLocal','Intnl_discount',1,1,'F','S',1,16326.70000000,'N',50.61333300
'Adult',68,18,0,59,0,'CC','FreeLocal','Standard',77,3,'F','S',2,9559.78000000,'N',51.38000000
'Adult',73,26,0,9,0,'Auto','FreeLocal','Intnl_discount',35,4,'F','M',2,83284.10000000,'Y',28.42000000
'Adult',75,23,0,50,0,'Auto','FreeLocal','Standard',73,3,'F','S',0,68427.40000000,'N',42.39333300
'Adult',77,9,4,111,0,'Auto','Budget','Intnl_discount',125,4,'M','S',0,3601.71000000,'N',49.26666700
'Adult',80,11,0,47,0,'Auto','Budget','Standard',58,2,'F','S',2,66182.70000000,'Y',62.48000000
'Adult',81,14,8,10,0,'CH','FreeLocal','Standard',33,4,'F','M',2,84789.30000000,'N',50.43333300
'Adult',83,18,0,31,0,'Auto','FreeLocal','Intnl_discount',50,4,'F','M',2,35976.50000000,'Y',48.85333300
'Adult',84,16,0,56,0,'CC','Budget','Intnl_discount',72,4,'F','M',0,32703.10000000,'Y',64.92000000
'Adult',87,8,9,45,0,'CC','FreeLocal','Standard',63,4,'M','M',1,97180.40000000,'N',50.60000000
'Adult',90,16,1,125,0,'CC','FreeLocal','Intnl_discount',142,2,'M','S',0,64136.60000000,'Y',61.10666700
'Adult',95,20,0,41,1,'CC','Budget','Intnl_discount',62,2,'F','M',2,77551.10000000,'Y',33.60000000
'Adult',97,1,0,25,0,'CC','FreeLocal','Standard',27,4,'F','S',0,69350.50000000,'Y',57.42000000
'Adult',104,29,9,104,0,'CC','Budget','Standard',143,1,'M','S',2,43634.50000000,'N',21.78000000
'Adult',109,16,5,10,0,'CC','Budget','Standard',32,4,'M','S',1,92647.50000000,'N',56.04666700
'Adult',110,1,0,11,0,'CC','Budget','Standard',14,3,'F','S',2,21021.60000000,'Y',62.75333300
'Adult',120,29,0,52,0,'Auto','FreeLocal','Standard',82,2,'F','M',2,62061.80000000,'Y',45.92000000
'Adult',130,0,0,3,0,'CC','Budget','Standard',3,4,'F','S',2,83073.70000000,'N',39.55333300
'Adult',139,22,0,27,0,'CH','Budget','Standard',49,1,'F','S',2,6440.46000000,'Y',52.64666700
'Adult',140,28,0,161,0,'CC','FreeLocal','Intnl_discount',190,2,'F','S',0,7325.50000000,'N',36.92000000
'Adult',142,6,0,58,0,'CC','Budget','Standard',64,1,'M','M',2,28766.90000000,'N',46.84000000
'Adult',160,22,0,28,0,'Auto','Budget','Standard',50,4,'F','S',0,73228.30000000,'N',62.00000000
'Adult',161,2,0,150,0,'Auto','FreeLocal','Standard',152,2,'F','S',2,76231.90000000,'N',63.80666700
'Adult',166,13,1,36,0,'CH','FreeLocal','Standard',51,3,'M','M',1,64792.30000000,'N',52.14666700
'Adult',174,0,3,10,0,'CC','Budget','Intnl_discount',14,4,'M','M',1,63437.30000000,'N',63.65333300
'Adult',182,23,0,80,0,'Auto','Budget','Standard',103,2,'F','S',1,12686.00000000,'N',64.80000000
'Adult',190,10,0,57,0,'CC','FreeLocal','Standard',67,1,'M','M',2,57360.80000000,'Y',53.25333300
'Adult',194,29,0,332,0,'CC','Budget','Standard',361,1,'F','M',2,17888.70000000,'N',55.00000000
'Adult',198,11,0,95,0,'Auto','Budget','Standard',107,1,'F','S',2,14578.80000000,'Y',60.93333300
'Adult',203,23,0,168,0,'CC','FreeLocal','Standard',191,4,'F','M',2,48238.80000000,'N',34.70666700
'Adult',218,29,0,90,4,'Auto','FreeLocal','Intnl_discount',119,3,'F','M',0,83287.00000000,'N',45.48666700
'Adult',219,24,6,27,0,'Auto','Budget','Standard',58,2,'M','S',0,2056.06000000,'Y',18.94000000
'Adult',220,25,0,68,0,'CC','FreeLocal','Standard',94,4,'F','M',2,7776.60000000,'N',35.70666700
'Adult',221,15,0,70,0,'CC','Budget','Intnl_discount',85,4,'M','M',1,2067.82000000,'N',47.85333300
'Adult',224,6,0,15,0,'CC','FreeLocal','Standard',21,2,'F','M',2,69343.30000000,'N',42.16666700
'Adult',225,0,0,23,2,'Auto','Budget','Standard',24,4,'F','M',0,77000.00000000,'N',55.00000000
'Adult',231,26,0,103,0,'CC','FreeLocal','Standard',129,1,'F','M',2,21419.90000000,'N',59.83333300
'Adult',233,6,0,30,0,'Auto','FreeLocal','Intnl_discount',37,2,'F','M',1,66000.00000000,'Y',63.35333300
'Adult',236,22,0,41,0,'CC','Budget','Intnl_discount',64,3,'F','S',2,23464.00000000,'Y',70.00000000
'Adult',237,28,0,38,0,'CC','FreeLocal','Standard',67,4,'F','M',2,194.57000000,'N',42.00000000
'Adult',239,13,0,144,0,'CC','Budget','Standard',158,3,'M','M',1,65619.70000000,'Y',46.00000000
